Date,Low,Open,Volume,High,Close,Adjusted Close
03-01-2022,177.7100067138672,177.8300018310547,104487900,182.8800048828125,182.00999450683594,182.00999450683594
04-01-2022,179.1199951171875,182.6300048828125,99310400,182.94000244140625,179.6999969482422,179.6999969482422
05-01-2022,174.63999938964844,179.61000061035156,94537600,180.1699981689453,174.9199981689453,174.9199981689453
06-01-2022,171.63999938964844,172.6999969482422,96904000,175.3000030517578,172.0,172.0
07-01-2022,171.02999877929688,172.88999938964844,86580100,174.13999938964844,172.1699981689453,172.1699981689453
10-01-2022,168.1699981689453,169.0800018310547,106765600,172.5,172.19000244140625,172.19000244140625
11-01-2022,170.82000732421875,172.32000732421875,76138300,175.17999267578125,175.0800018310547,175.0800018310547
12-01-2022,174.82000732421875,176.1199951171875,74805200,177.17999267578125,175.52999877929688,175.52999877929688
13-01-2022,171.7899932861328,175.77999877929688,84505800,176.6199951171875,172.19000244140625,172.19000244140625
14-01-2022,171.08999633789062,171.33999633789062,80355000,173.77999877929688,173.07000732421875,173.07000732421875
18-01-2022,169.41000366210938,171.50999450683594,90956700,172.5399932861328,169.8000030517578,169.8000030517578
19-01-2022,165.94000244140625,170.0,94815000,171.0800018310547,166.22999572753906,166.22999572753906
20-01-2022,164.17999267578125,166.97999572753906,91420500,169.67999267578125,164.50999450683594,164.50999450683594
21-01-2022,162.3000030517578,164.4199981689453,122501300,166.3300018310547,162.41000366210938,162.41000366210938
24-01-2022,154.6999969482422,160.02000427246094,162706700,162.3000030517578,161.6199951171875,161.6199951171875
25-01-2022,157.02000427246094,158.97999572753906,115798400,162.75999450683594,159.77999877929688,159.77999877929688
26-01-2022,157.82000732421875,163.5,108275300,164.38999938964844,159.69000244140625,159.69000244140625
27-01-2022,158.27999877929688,162.4499969482422,116691400,163.83999633789062,159.22000122070312,159.22000122070312
28-01-2022,162.8000030517578,165.7100067138672,179485800,170.35000610351562,170.3300018310547,170.3300018310547
2022,176.84888966878256,179.6594441731771,110391166.66666667,181.88666534423828,179.0249998304579,179.0249998304579
