Date,Low,Open,Volume,High,Close,Adjusted Close
02-01-1990,0.3125,0.31473198533058167,183198400,0.3348209857940674,0.3325890004634857,0.26642337441444397
03-01-1990,0.3348209857940674,0.3392859995365143,207995200,0.3392859995365143,0.3348209857940674,0.2682111859321594
04-01-1990,0.3325890004634857,0.34151801466941833,221513600,0.34598198533058167,0.3359380066394806,0.2691059708595276
05-01-1990,0.33035698533058167,0.3370540142059326,123312000,0.34151801466941833,0.3370540142059326,0.2699999511241913
08-01-1990,0.33035698533058167,0.3348209857940674,101572800,0.3392859995365143,0.3392859995365143,0.27178800106048584
09-01-1990,0.33035698533058167,0.3392859995365143,86139200,0.3392859995365143,0.3359380066394806,0.2691059708595276
10-01-1990,0.3191959857940674,0.3359380066394806,199718400,0.3359380066394806,0.3214290142059326,0.2574833929538727
11-01-1990,0.3080359995365143,0.3236609995365143,211052800,0.3236609995365143,0.3080359995365143,0.24675491452217102
12-01-1990,0.3013390004634857,0.3058040142059326,171897600,0.31026801466941833,0.3080359995365143,0.24675491452217102
15-01-1990,0.3058040142059326,0.3080359995365143,161739200,0.3191959857940674,0.3058040142059326,0.24496696889400482
16-01-1990,0.2924109995365143,0.29910698533058167,214244800,0.3125,0.311383992433548,0.24943684041500092
17-01-1990,0.29464301466941833,0.31026801466941833,197299200,0.31026801466941833,0.296875,0.23781421780586243
18-01-1990,0.2879459857940674,0.29464301466941833,273291200,0.29910698533058167,0.2890630066394806,0.23155631124973297
19-01-1990,0.29910698533058167,0.3013390004634857,265137600,0.3080359995365143,0.3058040142059326,0.24496696889400482
22-01-1990,0.296875,0.3035709857940674,145611200,0.3080359995365143,0.296875,0.23781421780586243
23-01-1990,0.29464301466941833,0.3013390004634857,140873600,0.3058040142059326,0.3013390004634857,0.2413901835680008
24-01-1990,0.2879459857940674,0.2901790142059326,169792000,0.3058040142059326,0.3035709857940674,0.2431780844926834
25-01-1990,0.3035709857940674,0.3058040142059326,111540800,0.31026801466941833,0.3046880066394806,0.24407288432121277
26-01-1990,0.2879459857940674,0.3035709857940674,181249600,0.3035709857940674,0.2924109995365143,0.23423831164836884
29-01-1990,0.28683000802993774,0.29464301466941833,119929600,0.29910698533058167,0.296875,0.23781421780586243
30-01-1990,0.29464301466941833,0.296875,116446400,0.3080359995365143,0.3035709857940674,0.2431780844926834
31-01-1990,0.29464301466941833,0.3080359995365143,143942400,0.31026801466941833,0.3035709857940674,0.2431780844926834
01-02-1990,0.29910698533058167,0.3080359995365143,117073600,0.3091520071029663,0.3002229928970337,0.24049606919288635
02-02-1990,0.296875,0.296875,118473600,0.31026801466941833,0.3058040142059326,0.24496696889400482
05-02-1990,0.3035709857940674,0.3058040142059326,101752000,0.31473198533058167,0.3125,0.25033077597618103
06-02-1990,0.3035709857940674,0.31026801466941833,73920000,0.3125,0.31026801466941833,0.2485428899526596
07-02-1990,0.2901790142059326,0.29464301466941833,312446400,0.3035709857940674,0.296875,0.23781421780586243
08-02-1990,0.2879459857940674,0.296875,186636800,0.29910698533058167,0.29464301466941833,0.23602637648582458
09-02-1990,0.296875,0.29910698533058167,168078400,0.3080359995365143,0.3058040142059326,0.24496696889400482
12-02-1990,0.3013390004634857,0.3058040142059326,74916800,0.3080359995365143,0.3035709857940674,0.2431780844926834
13-02-1990,0.3013390004634857,0.3035709857940674,102166400,0.3125,0.3080359995365143,0.24675491452217102
14-02-1990,0.3013390004634857,0.3080359995365143,96062400,0.31026801466941833,0.3058040142059326,0.24496696889400482
15-02-1990,0.29910698533058167,0.3013390004634857,97966400,0.3058040142059326,0.3058040142059326,0.24496696889400482
16-02-1990,0.3013390004634857,0.3058040142059326,127209600,0.3080359995365143,0.3013390004634857,0.24216775596141815
20-02-1990,0.29464301466941833,0.29910698533058167,123244800,0.3013390004634857,0.29910698533058167,0.2403741329908371
21-02-1990,0.2901790142059326,0.2924109995365143,175907200,0.3058040142059326,0.3035709857940674,0.24396158754825592
22-02-1990,0.29464301466941833,0.3035709857940674,195182400,0.3080359995365143,0.29464301466941833,0.23678678274154663
23-02-1990,0.2924109995365143,0.2924109995365143,149956800,0.29910698533058167,0.296875,0.23858028650283813
26-02-1990,0.29464301466941833,0.29464301466941833,79609600,0.3058040142059326,0.3035709857940674,0.24396158754825592
27-02-1990,0.29910698533058167,0.3035709857940674,73953600,0.3058040142059326,0.29910698533058167,0.2403741329908371
28-02-1990,0.296875,0.29910698533058167,109334400,0.3035709857940674,0.3035709857940674,0.24396158754825592
01-03-1990,0.296875,0.29910698533058167,203896000,0.31026801466941833,0.3058040142059326,0.245756134390831
02-03-1990,0.296875,0.29910698533058167,104899200,0.31026801466941833,0.3013390004634857,0.24216775596141815
05-03-1990,0.29910698533058167,0.29910698533058167,182470400,0.31026801466941833,0.3080359995365143,0.24754983186721802
06-03-1990,0.3080359995365143,0.3125,156016000,0.31473198533058167,0.31473198533058167,0.25293096899986267
07-03-1990,0.3125,0.3125,204220800,0.3214290142059326,0.3158479928970337,0.2538277506828308
08-03-1990,0.3125,0.3191959857940674,223843200,0.33035698533058167,0.328125,0.263694167137146
09-03-1990,0.3236609995365143,0.328125,230473600,0.3348209857940674,0.329241007566452,0.2645910382270813
12-03-1990,0.3236609995365143,0.3325890004634857,163956800,0.3348209857940674,0.327008992433548,0.26279738545417786
13-03-1990,0.3236609995365143,0.32589301466941833,148579200,0.3325890004634857,0.329241007566452,0.2645910382270813
14-03-1990,0.32589301466941833,0.328125,101785600,0.3325890004634857,0.33035698533058167,0.26548781991004944
15-03-1990,0.32589301466941833,0.32589301466941833,120232000,0.3392859995365143,0.328125,0.263694167137146
16-03-1990,0.34933000802993774,0.35714301466941833,644761600,0.3638390004634857,0.359375,0.28880780935287476
19-03-1990,0.35714301466941833,0.36160698533058167,431793600,0.3794640004634857,0.3783479928970337,0.30405521392822266
20-03-1990,0.3638390004634857,0.37723198533058167,391316800,0.3839290142059326,0.36941999197006226,0.29688042402267456
21-03-1990,0.3683040142059326,0.3683040142059326,152734400,0.37723198533058167,0.3716520071029663,0.29867419600486755
22-03-1990,0.3638390004634857,0.37276801466941833,231660800,0.37723198533058167,0.3638390004634857,0.29239532351493835
23-03-1990,0.3660709857940674,0.3683040142059326,227987200,0.3839290142059326,0.37723198533058167,0.3031584620475769
26-03-1990,0.375,0.3794640004634857,128060800,0.3872770071029663,0.37723198533058167,0.3031584620475769
27-03-1990,0.3683040142059326,0.375,84604800,0.37723198533058167,0.375,0.3013647794723511
28-03-1990,0.3660709857940674,0.375,102939200,0.376116007566452,0.3683040142059326,0.29598352313041687
29-03-1990,0.3638390004634857,0.3660709857940674,96891200,0.3705359995365143,0.3671880066394806,0.29508674144744873
30-03-1990,0.35714301466941833,0.35714301466941833,223350400,0.3660709857940674,0.359375,0.28880780935287476
02-04-1990,0.3526790142059326,0.35714301466941833,148769600,0.3627229928970337,0.359375,0.28880780935287476
03-04-1990,0.36160698533058167,0.36160698533058167,139708800,0.37276801466941833,0.37276801466941833,0.2995710074901581
04-04-1990,0.3638390004634857,0.3705359995365143,149732800,0.375,0.3683040142059326,0.29598352313041687
05-04-1990,0.35714301466941833,0.3660709857940674,108192000,0.3683040142059326,0.359375,0.28880780935287476
06-04-1990,0.3549109995365143,0.359375,118238400,0.3683040142059326,0.3560270071029663,0.286117285490036
09-04-1990,0.3526790142059326,0.3549109995365143,105481600,0.3705359995365143,0.3671880066394806,0.29508674144744873
10-04-1990,0.3660709857940674,0.3683040142059326,131320000,0.375,0.3683040142059326,0.29598352313041687
11-04-1990,0.3705359995365143,0.3705359995365143,213158400,0.3839290142059326,0.3794640004634857,0.30495211482048035
12-04-1990,0.3794640004634857,0.3839290142059326,211803200,0.39285698533058167,0.3861609995365143,0.310334175825119
16-04-1990,0.3861609995365143,0.38839301466941833,226889600,0.3950890004634857,0.390625,0.3139215409755707
17-04-1990,0.3816959857940674,0.3861609995365143,131107200,0.38839301466941833,0.3861609995365143,0.310334175825119
18-04-1990,0.3794640004634857,0.3861609995365143,193446400,0.390625,0.3861609995365143,0.310334175825119
19-04-1990,0.35714301466941833,0.37276801466941833,481476800,0.38504499197006226,0.359375,0.28880780935287476
20-04-1990,0.3549109995365143,0.36495500802993774,323523200,0.3705359995365143,0.359375,0.28880780935287476
23-04-1990,0.3526790142059326,0.359375,128352000,0.36160698533058167,0.3549109995365143,0.2852203845977783
24-04-1990,0.34375,0.35714301466941833,303732800,0.36160698533058167,0.34598198533058167,0.27804479002952576
25-04-1990,0.34151801466941833,0.34598198533058167,132574400,0.3482140004634857,0.34598198533058167,0.27804479002952576
26-04-1990,0.3404020071029663,0.3482140004634857,142161600,0.3526790142059326,0.3470979928970337,0.2789415419101715
27-04-1990,0.34598198533058167,0.3482140004634857,116412800,0.3526790142059326,0.34933000802993774,0.2807353436946869
30-04-1990,0.3482140004634857,0.3504459857940674,136393600,0.3549109995365143,0.3515630066394806,0.2825298309326172
01-05-1990,0.3515630066394806,0.3549109995365143,163609600,0.35714301466941833,0.35379499197006226,0.2843235433101654
02-05-1990,0.3504459857940674,0.3549109995365143,135430400,0.35714301466941833,0.3549109995365143,0.2852203845977783
03-05-1990,0.3549109995365143,0.3549109995365143,166308800,0.359375,0.35714301466941833,0.28701409697532654
04-05-1990,0.3504459857940674,0.35714301466941833,169534400,0.3638390004634857,0.35714301466941833,0.28701409697532654
07-05-1990,0.3549109995365143,0.3549109995365143,135990400,0.37276801466941833,0.3705359995365143,0.29777729511260986
08-05-1990,0.3660709857940674,0.3660709857940674,112459200,0.375,0.37276801466941833,0.2995710074901581
09-05-1990,0.3683040142059326,0.3716520071029663,97238400,0.375,0.373883992433548,0.300467848777771
10-05-1990,0.36160698533058167,0.37276801466941833,179043200,0.37276801466941833,0.36941999197006226,0.29688042402267456
11-05-1990,0.3638390004634857,0.36941999197006226,215241600,0.3816959857940674,0.38058000802993774,0.3058491349220276
14-05-1990,0.3683040142059326,0.3816959857940674,226385600,0.3816959857940674,0.37276801466941833,0.2995710074901581
15-05-1990,0.3660709857940674,0.36941999197006226,149385600,0.375,0.37276801466941833,0.2995710074901581
16-05-1990,0.3660709857940674,0.37276801466941833,87304000,0.37276801466941833,0.3716520071029663,0.29867419600486755
